date,rest_hr,zone,max_hr,min_hr,minutes,cal_out
2019-04-22T22:00:00Z,52,Out of Range,98,30,1002,3385
2019-04-22T22:00:00Z,52,Fat Burn,137,98,8,61
2019-04-22T22:00:00Z,52,Cardio,166,137,0,0
2019-04-22T22:00:00Z,52,Peak,220,166,0,0
2019-04-23T22:00:00Z,51,Out of Range,98,30,1346,3463
2019-04-23T22:00:00Z,51,Fat Burn,137,98,11,83
2019-04-23T22:00:00Z,51,Cardio,166,137,0,0
2019-04-23T22:00:00Z,51,Peak,220,166,0,0
2019-04-24T22:00:00Z,53,Out of Range,98,30,1278,3551
2019-04-24T22:00:00Z,53,Fat Burn,137,98,49,400
2019-04-24T22:00:00Z,53,Cardio,166,137,0,0
2019-04-24T22:00:00Z,53,Peak,220,166,0,0
2019-04-25T22:00:00Z,52,Out of Range,97,30,1285,2740
2019-04-25T22:00:00Z,52,Fat Burn,136,97,73,623
2019-04-25T22:00:00Z,52,Cardio,165,136,17,208
2019-04-25T22:00:00Z,52,Peak,220,165,0,0
2019-04-26T22:00:00Z,54,Out of Range,97,30,1209,2555
2019-04-26T22:00:00Z,54,Fat Burn,136,97,90,634
2019-04-26T22:00:00Z,54,Cardio,165,136,63,842
2019-04-26T22:00:00Z,54,Peak,220,165,5,75
2019-04-27T22:00:00Z,53,Out of Range,97,30,1343,2011
2019-04-27T22:00:00Z,53,Fat Burn,136,97,1,6
2019-04-27T22:00:00Z,53,Cardio,165,136,0,0
2019-04-27T22:00:00Z,53,Peak,220,165,0,0
2019-04-28T22:00:00Z,52,Out of Range,97,30,1202,2313
2019-04-28T22:00:00Z,52,Fat Burn,136,97,43,350
2019-04-28T22:00:00Z,52,Cardio,165,136,36,474
2019-04-28T22:00:00Z,52,Peak,220,165,18,280
2019-04-29T22:00:00Z,53,Out of Range,97,30,1357,2749
2019-04-29T22:00:00Z,53,Fat Burn,136,97,79,591
2019-04-29T22:00:00Z,53,Cardio,165,136,0,0
2019-04-29T22:00:00Z,53,Peak,220,165,0,0
2019-04-30T22:00:00Z,53,Out of Range,97,30,1341,2929
2019-04-30T22:00:00Z,53,Fat Burn,136,97,42,368
2019-04-30T22:00:00Z,53,Cardio,165,136,1,13
2019-04-30T22:00:00Z,53,Peak,220,165,0,0
2019-05-01T22:00:00Z,51,Out of Range,97,30,1159,2267
2019-05-01T22:00:00Z,51,Fat Burn,136,97,98,854
2019-05-01T22:00:00Z,51,Cardio,165,136,26,311
2019-05-01T22:00:00Z,51,Peak,220,165,0,0
2019-05-02T22:00:00Z,50,Out of Range,97,30,1255,2739
2019-05-02T22:00:00Z,50,Fat Burn,136,97,102,901
2019-05-02T22:00:00Z,50,Cardio,165,136,1,13
2019-05-02T22:00:00Z,50,Peak,220,165,0,0
2019-05-03T22:00:00Z,50,Out of Range,97,30,1368,2906
2019-05-03T22:00:00Z,50,Fat Burn,136,97,1,8
2019-05-03T22:00:00Z,50,Cardio,165,136,0,0
2019-05-03T22:00:00Z,50,Peak,220,165,0,0
2019-05-04T22:00:00Z,49,Out of Range,97,30,992,2348
2019-05-04T22:00:00Z,49,Fat Burn,136,97,75,585
2019-05-04T22:00:00Z,49,Cardio,165,136,59,733
2019-05-04T22:00:00Z,49,Peak,220,165,1,14
2019-05-05T22:00:00Z,49,Out of Range,97,30,1089,2109
2019-05-05T22:00:00Z,49,Fat Burn,136,97,19,153
2019-05-05T22:00:00Z,49,Cardio,165,136,0,0
2019-05-05T22:00:00Z,49,Peak,220,165,0,0
2019-05-06T22:00:00Z,48,Out of Range,97,30,1150,2605
2019-05-06T22:00:00Z,48,Fat Burn,136,97,66,569
2019-05-06T22:00:00Z,48,Cardio,165,136,1,12
2019-05-06T22:00:00Z,48,Peak,220,165,0,0
